,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,DroppedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallForwardingCalls,CallWaitingCalls,MonthsInService,Age,CreditRating,PrizmCode,Occupation,MaritalStatus
38730,No,36,758,45,5,0,5,3,166,26,24,84,106,0,0,13,50,2-High,Suburban,Other,Unknown
38731,Yes,10,0,10,0,0,0,0,0,0,0,0,0,0,0,13,52,2-High,Suburban,Other,Yes
38732,No,44,387,55,12,0,2,0,69,8,0,38,37,0,0,7,30,2-High,Suburban,Other,No
38733,No,38,413,45,0,0,9,0,39,10,1,97,64,0,0,9,76,4-Medium,Other,Other,Unknown
38734,Yes,31,117,40,3,0,0,0,16,0,0,50,14,0,0,11,54,3-Good,Other,Other,Unknown
38735,No,10,75,10,0,0,0,0,12,1,0,21,4,0,0,7,34,2-High,Other,Other,Yes
38736,No,65,2052,55,35,0,3,28,435,55,25,83,269,0,11,11,48,7-Lowest,Other,Other,Yes
38737,Yes,68,1014,60,54,8,12,1,333,82,35,184,159,0,1,11,57,3-Good,Other,Other,Unknown
38738,No,98,294,105,0,0,1,0,44,31,11,63,27,0,0,9,58,3-Good,Suburban,Other,Unknown
38739,No,35,214,45,0,0,3,0,8,2,0,23,14,0,0,7,48,2-High,Other,Professional,No
38740,No,12,346,10,9,0,3,0,80,20,7,72,42,0,0,7,28,2-High,Suburban,Other,Unknown
38741,No,11,52,10,3,0,1,0,0,0,0,10,2,0,0,7,48,2-High,Suburban,Other,Unknown
38742,No,50,506,45,42,0,8,0,188,63,30,106,103,0,0,11,58,2-High,Other,Other,Yes
38743,Yes,33,263,40,9,0,6,0,5,2,0,50,26,0,0,7,40,2-High,Suburban,Other,Yes
38744,No,249,3202,40,518,0,0,0,886,38,0,86,143,0,3,13,38,1-Highest,Town,Other,No
38745,Yes,47,303,45,21,0,0,0,104,2,0,54,40,0,1,11,38,2-High,Town,Other,No
38746,No,29,396,40,0,0,1,1,18,5,4,18,50,0,0,13,21,2-High,Suburban,Other,Unknown
38747,Yes,43,390,48,1,0,15,4,66,42,7,89,192,0,0,13,38,7-Lowest,Other,Professional,No
38748,No,34,214,45,0,0,4,0,8,8,0,22,29,0,0,11,23,3-Good,Other,Other,Unknown
38749,No,34,776,45,0,0,4,3,239,31,21,70,185,0,1,11,52,2-High,Suburban,Professional,Unknown
38750,No,78,507,55,96,0,1,1,58,11,10,78,59,0,0,9,34,5-Low,Town,Other,Yes
38751,No,35,684,45,0,0,0,0,65,6,2,43,27,0,0,13,30,2-High,Suburban,Other,Yes
38752,No,36,207,45,0,0,12,0,3,21,0,23,42,0,0,7,68,2-High,Other,Professional,No
38753,No,55,334,55,35,3,2,0,26,4,0,49,28,0,0,7,28,5-Low,Town,Other,Unknown
38754,Yes,10,66,10,0,0,2,0,0,3,0,15,3,0,0,11,29,2-High,Suburban,Other,Yes
38755,No,10,186,10,0,0,1,0,32,9,3,24,55,0,0,9,46,2-High,Suburban,Crafts,Yes
38756,No,29,28,30,0,0,0,0,0,0,0,3,0,0,0,13,54,2-High,Suburban,Professional,Yes
38757,No,37,187,47,0,0,0,2,30,2,1,28,13,0,0,9,28,2-High,Town,Professional,Yes
38758,No,53,1238,45,50,0,2,0,643,10,16,50,154,0,9,11,33,4-Medium,Other,Other,Unknown
38759,No,62,1496,50,38,0,12,9,385,60,11,210,343,0,13,11,34,4-Medium,Other,Other,Unknown
38760,No,41,623,45,2,0,3,0,128,30,20,59,70,0,0,13,52,3-Good,Town,Crafts,Yes
38761,No,43,355,57,0,0,2,0,133,18,6,42,70,0,0,9,36,5-Low,Other,Other,Unknown
38762,Yes,31,236,40,0,1,0,5,61,2,0,55,20,0,0,13,37,2-High,Other,Other,Unknown
38763,Yes,23,218,32,3,0,2,1,29,18,1,46,55,0,0,11,46,5-Low,Rural,Other,Yes
38764,No,52,98,55,0,11,0,0,2,0,0,3,5,0,0,7,42,2-High,Rural,Other,Yes
38765,No,70,697,54,51,4,20,25,182,54,20,210,219,0,0,9,32,4-Medium,Other,Other,No
38766,No,45,699,34,0,0,9,23,36,35,1,104,121,0,0,9,68,5-Low,Suburban,Other,Yes
38767,No,39,88,45,0,0,1,0,0,1,0,24,6,0,0,11,42,6-VeryLow,Other,Other,Unknown
38768,Yes,62,416,45,76,0,2,0,78,24,2,80,33,0,0,11,50,2-High,Suburban,Clerical,Yes
38769,Yes,16,97,10,12,2,2,0,14,8,3,29,15,0,0,7,44,1-Highest,Town,Other,Yes
38770,No,118,674,58,189,0,1,0,29,0,0,101,34,0,2,7,45,2-High,Suburban,Other,Unknown
38771,No,29,59,30,23,0,0,0,3,4,1,13,8,0,0,11,46,2-High,Other,Other,Unknown
38772,No,89,1098,67,116,0,4,5,153,15,0,184,157,0,3,7,40,4-Medium,Other,Crafts,Unknown
38773,Yes,50,648,60,0,0,8,2,48,10,0,41,49,0,0,13,48,3-Good,Town,Professional,No
38774,No,63,658,40,88,0,11,0,201,21,14,82,97,0,2,9,30,2-High,Other,Other,No
38775,No,45,146,55,0,0,1,0,14,10,0,35,16,0,0,11,58,3-Good,Town,Other,Unknown
38776,No,43,1430,45,22,0,4,8,188,100,1,116,204,0,6,13,46,3-Good,Rural,Other,No
38777,No,75,882,70,52,0,9,0,223,17,2,176,79,0,6,11,52,3-Good,Suburban,Other,No
38778,No,38,285,50,0,0,0,0,1,5,0,7,6,0,0,11,53,2-High,Suburban,Other,Unknown
38779,No,131,997,70,237,0,7,2,93,32,0,167,52,0,0,7,46,4-Medium,Town,Professional,Yes
38780,Yes,49,0,60,0,0,0,0,0,0,0,0,0,0,0,11,64,2-High,Other,Other,Yes
38781,Yes,18,128,10,20,0,0,0,10,9,3,37,15,0,0,13,56,3-Good,Other,Other,Unknown
38782,Yes,165,1328,47,278,0,4,2,317,54,15,211,195,0,5,11,30,3-Good,Rural,Other,Yes
38783,No,57,990,52,6,0,7,24,218,22,5,137,133,0,2,13,58,7-Lowest,Other,Other,Unknown
38784,No,35,360,47,0,0,0,6,104,3,0,36,22,0,0,7,40,5-Low,Rural,Other,No
38785,No,74,704,55,52,4,5,3,79,15,3,162,34,0,1,11,60,2-High,Other,Other,Unknown
38786,No,30,34,40,0,0,0,0,0,1,0,9,0,0,0,13,48,2-High,Town,Professional,No
38787,No,30,34,40,0,0,1,0,0,0,0,12,1,0,0,7,32,2-High,Town,Professional,No
38788,Yes,36,573,45,0,1,5,0,89,21,4,30,72,0,0,11,44,2-High,Suburban,Professional,No
38789,No,62,379,70,0,2,0,0,32,3,1,18,16,0,0,13,42,2-High,Other,Other,Unknown
38790,No,43,226,70,4,0,1,1,39,15,18,55,30,0,0,9,34,2-High,Town,Other,Unknown
38791,No,55,1404,60,5,0,5,8,123,16,8,106,110,0,3,9,42,4-Medium,Other,Other,Unknown
38792,No,43,266,55,0,3,7,7,21,11,1,29,47,0,0,7,52,2-High,Other,Other,Yes
38793,No,59,411,55,40,0,3,0,163,26,14,89,34,0,0,11,40,2-High,Other,Other,Yes
38794,No,29,178,37,0,0,0,0,62,10,6,28,15,0,0,11,52,2-High,Suburban,Professional,No
38795,No,64,306,70,6,2,0,0,0,0,0,0,0,0,0,9,50,2-High,Other,Professional,Yes
38796,No,38,114,52,0,0,2,0,25,1,0,33,22,0,0,7,26,2-High,Suburban,Other,Unknown
38797,No,59,62,70,0,0,1,0,14,20,2,27,3,0,0,9,27,2-High,Town,Other,Unknown
38798,No,76,604,85,0,1,0,0,9,19,0,82,37,0,0,9,50,2-High,Other,Professional,Unknown
38799,No,29,39,40,0,0,0,0,4,1,0,12,4,0,0,9,42,2-High,Town,Professional,Yes
38800,No,29,181,40,0,0,0,0,8,1,0,49,12,0,0,13,52,2-High,Suburban,Other,Yes
38801,No,14,95,10,0,0,0,0,28,12,8,26,14,0,0,13,28,2-High,Rural,Other,Yes
38802,No,49,491,60,0,0,3,0,61,17,13,77,33,0,3,13,50,2-High,Town,Professional,Yes
38803,No,45,386,55,0,0,2,0,14,19,0,36,52,0,0,9,33,2-High,Town,Other,Unknown
38804,Yes,39,502,36,9,0,20,7,98,10,9,49,80,0,1,11,34,7-Lowest,Other,Other,Unknown
38805,No,75,824,45,65,8,5,1,191,38,17,83,59,0,0,11,35,2-High,Suburban,Other,Unknown
38806,No,10,101,10,0,0,0,0,1,2,0,24,11,0,0,11,58,2-High,Suburban,Professional,Yes
38807,No,34,116,45,0,0,0,0,7,0,1,18,6,0,0,13,82,2-High,Other,Other,Yes
38808,Yes,87,1845,71,65,0,26,6,382,224,45,558,742,0,0,13,38,4-Medium,Suburban,Other,Unknown
38809,No,34,191,45,0,0,1,0,40,5,7,29,28,0,0,9,52,2-High,Suburban,Professional,Yes
38810,No,35,103,50,0,0,0,1,0,4,0,16,11,0,0,9,32,2-High,Rural,Professional,Yes
38811,Yes,15,354,10,0,5,4,0,14,8,0,34,13,0,0,13,54,2-High,Town,Clerical,Yes
38812,No,110,1594,68,132,3,27,19,335,145,46,268,566,0,27,7,28,5-Low,Other,Other,Unknown
38813,No,100,941,45,183,0,5,1,298,18,0,86,59,0,1,7,43,2-High,Suburban,Other,Unknown
38814,No,25,472,34,0,0,9,3,31,5,0,36,53,0,0,9,26,5-Low,Town,Other,No
38815,No,34,153,45,0,0,4,0,46,2,0,38,19,0,0,11,46,2-High,Town,Other,Yes
38816,No,109,1066,45,199,1,11,0,213,103,32,203,278,0,14,7,54,2-High,Other,Other,Yes
38817,No,42,255,27,54,0,5,0,14,0,0,68,14,0,0,13,36,3-Good,Town,Other,Yes
38818,No,44,711,52,20,0,0,1,221,11,7,32,46,0,0,7,56,2-High,Rural,Other,Unknown
38819,No,11,245,10,0,0,0,0,12,7,2,38,13,0,0,13,49,2-High,Town,Other,Unknown
38820,No,45,538,52,20,0,3,0,76,19,1,60,59,0,2,7,50,2-High,Other,Other,Unknown
38821,No,36,218,45,5,0,3,0,49,9,10,74,6,0,0,13,51,2-High,Rural,Other,Unknown
38822,No,10,70,10,0,0,0,0,3,8,0,17,13,0,0,11,50,6-VeryLow,Rural,Professional,Yes
38823,No,83,907,68,76,0,6,5,316,108,31,197,102,0,4,13,53,2-High,Other,Other,Unknown
38824,No,42,488,60,9,0,10,4,128,10,1,160,51,0,0,13,26,3-Good,Other,Crafts,No
38825,No,45,558,40,32,0,6,1,250,13,29,138,118,0,1,7,54,3-Good,Other,Other,Yes
38826,No,65,793,45,82,0,28,0,196,39,20,172,211,0,4,11,64,4-Medium,Suburban,Other,Unknown
38827,No,29,741,10,104,5,10,0,255,62,36,154,153,0,3,9,40,3-Good,Other,Other,No
38828,No,38,246,37,6,0,3,0,39,51,17,94,17,0,1,13,36,2-High,Suburban,Other,Yes
38829,Yes,32,174,32,0,0,0,0,18,10,2,41,14,0,0,7,38,2-High,Suburban,Other,No
38830,Yes,54,768,55,33,2,3,3,151,29,14,86,92,0,0,7,60,2-High,Other,Other,Unknown
38831,No,61,322,70,0,4,3,0,27,1,0,69,15,0,0,7,61,2-High,Other,Other,Unknown
38832,No,31,258,41,0,0,1,2,40,12,4,56,42,0,0,9,62,2-High,Suburban,Other,Unknown
38833,Yes,44,329,40,42,0,7,0,98,35,8,83,34,0,0,11,52,2-High,Other,Other,Unknown
38834,No,75,350,70,43,0,3,1,31,21,4,90,44,0,2,7,42,2-High,Suburban,Other,Unknown
38835,Yes,10,462,10,0,0,5,0,60,46,6,63,74,0,0,11,26,2-High,Town,Other,Yes
38836,Yes,54,496,60,1,3,1,0,101,28,11,130,88,0,3,11,50,1-Highest,Other,Other,Yes
38837,No,34,354,40,4,2,0,0,106,9,3,82,23,0,0,13,24,2-High,Other,Other,No
38838,No,36,373,45,4,0,2,0,155,17,6,40,40,0,0,11,22,2-High,Other,Other,No
38839,No,32,362,45,0,0,0,2,12,3,5,49,40,0,0,13,32,2-High,Town,Clerical,Yes
38840,No,14,7,10,0,0,0,0,0,0,0,0,2,0,0,7,36,2-High,Town,Professional,Yes
38841,Yes,14,378,30,0,0,2,12,9,3,2,50,38,0,0,13,26,2-High,Town,Other,Unknown
38842,No,88,968,55,101,0,6,2,295,22,0,54,99,0,0,13,36,5-Low,Other,Professional,Yes
38843,No,65,571,50,0,0,6,23,80,28,15,95,76,0,0,7,50,2-High,Town,Professional,Yes
38844,No,90,1065,46,140,0,8,7,111,48,11,111,155,0,0,9,29,4-Medium,Other,Other,Unknown
38845,No,32,28,42,0,0,0,0,0,5,0,4,3,0,0,11,52,2-High,Rural,Professional,Yes
38846,No,45,634,50,12,1,5,0,155,96,28,183,164,0,3,9,36,2-High,Town,Crafts,No
38847,Yes,164,817,10,582,0,1,0,25,8,1,6,13,0,0,13,50,1-Highest,Suburban,Other,Yes
38848,No,33,185,40,0,0,1,0,9,2,0,19,5,0,0,13,78,2-High,Other,Professional,Yes
38849,No,48,308,38,32,0,4,0,31,24,0,120,30,0,1,11,40,5-Low,Other,Professional,Yes
38850,No,41,229,50,0,1,6,0,21,3,2,43,26,0,0,13,38,5-Low,Rural,Retired,No
38851,Yes,57,404,40,14,0,5,2,56,24,8,83,56,0,0,7,32,3-Good,Other,Other,No
38852,No,12,198,10,8,0,1,0,11,8,1,28,16,0,0,9,37,4-Medium,Rural,Other,Unknown
38853,No,36,564,45,1,0,2,10,129,20,15,88,127,0,0,7,38,3-Good,Other,Other,Unknown
38854,No,41,247,47,0,1,2,0,59,3,0,19,28,0,0,7,42,3-Good,Other,Other,Unknown
38855,No,30,22,40,0,0,0,0,3,1,0,6,3,0,0,7,42,2-High,Suburban,Other,Yes
38856,No,60,594,70,0,0,4,0,203,29,2,122,103,0,2,9,70,2-High,Suburban,Other,Yes
38857,Yes,45,95,55,0,4,1,0,10,2,1,13,14,0,0,7,26,2-High,Town,Professional,No
38858,No,32,337,40,4,0,17,0,22,33,0,67,53,0,0,9,54,5-Low,Suburban,Other,Yes
38859,No,151,999,56,179,0,7,2,255,65,4,186,125,0,0,9,36,5-Low,Other,Other,No
38860,No,10,164,10,0,0,0,0,23,17,5,55,21,0,0,7,50,2-High,Suburban,Other,No
38861,No,13,143,10,12,0,1,0,9,14,7,49,18,0,0,9,52,6-VeryLow,Town,Professional,Yes
38862,No,30,74,40,0,0,0,0,0,0,0,2,6,0,0,9,48,2-High,Suburban,Professional,Yes
38863,Yes,71,676,80,0,1,0,0,0,0,0,0,0,0,0,11,42,2-High,Rural,Other,No
38864,No,34,260,45,0,0,2,0,0,5,0,74,31,0,0,11,28,2-High,Town,Other,Unknown
38865,No,35,84,45,0,0,2,1,0,0,0,15,10,0,0,13,80,2-High,Other,Retired,Yes
38866,Yes,74,2237,85,0,0,10,2,548,163,66,239,477,0,24,11,26,3-Good,Suburban,Other,Unknown
38867,No,35,2,45,0,0,0,0,0,0,0,1,0,0,0,9,52,2-High,Rural,Other,Unknown
38868,Yes,36,236,42,0,0,11,0,54,25,2,71,29,0,2,9,48,3-Good,Other,Professional,Unknown
38869,Yes,105,1169,74,78,0,1,41,322,33,13,207,193,0,5,13,48,7-Lowest,Town,Other,No
38870,No,33,392,20,50,1,19,14,31,21,0,77,101,0,0,9,50,3-Good,Other,Other,No
38871,No,63,1146,65,14,0,6,4,284,51,6,206,185,0,4,11,52,2-High,Suburban,Other,No
38872,Yes,35,407,40,13,0,9,4,55,76,10,101,135,0,0,11,42,3-Good,Other,Other,Unknown
38873,Yes,78,681,55,89,0,8,0,215,81,40,183,196,0,3,11,54,1-Highest,Other,Self,Yes
38874,No,124,1601,60,208,0,14,0,793,54,33,253,280,0,17,7,59,4-Medium,Suburban,Other,Unknown
38875,No,40,360,45,13,0,0,0,78,7,2,52,13,0,0,13,34,2-High,Suburban,Professional,Yes
38876,No,138,2286,60,292,0,18,4,406,53,21,168,228,0,4,11,26,2-High,Other,Other,No
38877,Yes,91,2271,89,30,0,29,2,526,69,42,227,489,0,11,7,20,2-High,Suburban,Other,No
38878,No,63,494,45,82,0,0,2,204,9,14,101,66,0,0,9,34,5-Low,Other,Other,No
38879,Yes,37,44,52,0,0,2,0,5,2,0,4,10,0,0,7,38,2-High,Suburban,Professional,Yes
38880,Yes,70,771,70,3,6,7,0,140,29,0,240,222,0,6,13,44,2-High,Town,Clerical,Yes
38881,No,117,1077,109,11,2,31,0,252,48,16,311,68,0,4,7,40,2-High,Suburban,Crafts,No
38882,No,45,1097,45,29,0,8,0,404,53,14,66,143,0,3,13,22,2-High,Suburban,Other,Unknown
38883,No,42,596,45,7,0,3,0,212,73,38,51,165,0,1,9,23,4-Medium,Suburban,Other,Unknown
38884,Yes,19,0,30,0,0,0,0,0,0,0,0,0,0,0,13,24,2-High,Other,Other,No
38885,No,64,712,70,16,0,8,1,221,28,29,169,180,0,6,9,50,2-High,Town,Other,Yes
38886,Yes,10,0,10,0,0,0,0,0,0,0,0,0,0,0,11,38,2-High,Other,Professional,Yes
38887,No,10,252,10,0,0,2,0,40,15,9,75,27,0,1,9,56,2-High,Other,Other,Yes
38888,No,40,486,45,2,0,8,14,89,6,0,96,55,0,0,11,28,7-Lowest,Other,Other,Unknown
38889,No,156,2151,95,178,5,25,13,562,33,7,201,250,0,7,9,34,4-Medium,Other,Other,No
38890,No,18,7,30,0,0,0,0,0,0,0,2,1,0,0,13,30,2-High,Town,Other,Unknown
38891,Yes,38,568,23,166,0,4,3,44,9,0,90,24,0,1,7,31,5-Low,Other,Other,Unknown
38892,Yes,34,205,45,0,0,1,1,52,3,4,68,27,0,0,11,50,2-High,Other,Other,Yes
38893,No,30,51,40,0,0,1,0,8,0,1,6,5,0,0,7,26,2-High,Other,Other,No
38894,No,44,91,55,0,0,1,0,48,10,10,30,4,0,0,11,58,2-High,Suburban,Professional,Yes
38895,No,13,397,10,0,0,3,0,94,13,3,52,133,0,1,9,38,2-High,Suburban,Other,Yes
38896,No,53,450,60,0,3,13,0,118,35,34,202,81,0,0,11,40,1-Highest,Other,Other,Unknown
38897,Yes,36,1087,45,4,0,5,7,274,114,40,112,238,0,6,11,26,4-Medium,Other,Other,Unknown
38898,No,34,45,40,0,0,0,0,8,2,1,16,6,0,0,7,42,2-High,Suburban,Professional,Yes
38899,No,56,549,19,94,0,47,0,198,82,14,223,254,0,8,13,40,4-Medium,Suburban,Other,No
38900,Yes,42,644,45,8,0,3,3,7,11,3,36,39,0,0,9,34,2-High,Town,Professional,No
38901,No,96,244,80,66,4,5,0,52,21,16,68,24,0,0,11,34,2-High,Town,Crafts,Yes
38902,No,28,59,20,22,0,1,0,0,0,0,20,10,0,0,11,40,4-Medium,Suburban,Other,Yes
38903,Yes,83,203,70,0,22,4,0,2,0,0,16,1,0,0,9,40,2-High,Town,Other,No
38904,Yes,50,434,60,0,0,5,0,110,23,6,58,40,0,0,11,56,2-High,Suburban,Self,Unknown
38905,Yes,24,408,10,50,0,0,0,104,59,18,54,79,0,0,9,52,2-High,Town,Clerical,No
38906,No,50,331,54,0,0,2,2,58,16,7,40,99,0,0,11,38,5-Low,Town,Other,Unknown
38907,No,34,112,40,0,4,1,0,4,8,3,31,12,0,0,9,38,2-High,Suburban,Other,No
38908,No,29,746,10,68,8,13,0,157,48,18,137,48,0,2,13,48,2-High,Town,Other,Unknown
38909,Yes,66,721,70,0,0,4,5,292,37,20,132,126,0,1,13,40,4-Medium,Rural,Other,Yes
38910,No,16,221,10,21,0,0,0,0,0,0,0,0,0,0,7,48,1-Highest,Suburban,Other,Yes
38911,No,40,329,44,16,0,6,0,173,33,17,44,55,0,0,13,51,7-Lowest,Suburban,Other,Unknown
38912,No,44,225,55,0,0,2,0,88,24,3,81,27,0,0,9,54,3-Good,Suburban,Other,Yes
38913,Yes,78,1195,55,108,0,7,0,168,50,1,144,195,0,4,11,32,3-Good,Other,Other,Unknown
38914,Yes,63,853,70,0,0,3,1,226,32,31,106,142,0,4,7,54,7-Lowest,Other,Other,Unknown
38915,No,53,850,55,34,0,2,0,74,0,0,72,42,0,0,7,42,2-High,Suburban,Other,Unknown
38916,No,17,7,21,0,0,0,0,0,0,0,0,0,0,0,9,64,7-Lowest,Rural,Crafts,Yes
38917,Yes,39,338,45,12,0,7,5,74,18,2,77,15,0,0,11,36,4-Medium,Suburban,Crafts,No
38918,No,22,277,27,7,0,5,0,69,7,1,83,19,0,0,13,26,5-Low,Other,Other,Yes
38919,Yes,44,400,55,0,0,8,0,19,15,2,51,28,0,0,11,59,2-High,Other,Other,Unknown
38920,No,82,687,70,59,0,9,0,230,10,1,117,46,0,0,7,22,2-High,Town,Other,Unknown
38921,Yes,29,236,40,0,0,3,1,9,2,0,28,33,0,0,11,46,2-High,Other,Professional,Yes
38922,No,37,291,47,0,0,9,3,19,14,0,71,38,0,0,7,60,2-High,Other,Student,No
38923,No,70,612,70,5,4,7,2,107,14,8,123,53,0,0,9,36,2-High,Rural,Other,Unknown
38924,Yes,24,26,32,0,0,0,0,0,0,0,0,0,0,0,11,64,5-Low,Other,Other,Unknown
38925,Yes,85,573,95,0,0,11,0,141,31,10,231,46,0,0,11,34,2-High,Other,Other,Yes
38926,No,35,16,45,0,0,1,0,4,0,0,2,3,0,0,7,52,7-Lowest,Other,Other,No
38927,No,30,172,30,0,0,0,0,33,14,0,20,48,0,0,13,36,2-High,Suburban,Other,No
38928,No,41,1176,40,0,0,12,3,126,23,1,58,74,0,0,13,40,5-Low,Town,Other,Yes
38929,No,40,802,39,20,1,16,0,195,18,6,96,221,0,6,7,46,7-Lowest,Suburban,Crafts,Yes
38930,No,120,759,70,16,59,9,0,234,28,2,99,44,0,1,7,30,3-Good,Town,Other,Yes
38931,No,27,0,26,0,0,0,8,0,0,0,5,2,0,0,13,26,5-Low,Other,Other,Unknown
38932,Yes,65,766,55,31,9,8,0,114,17,3,60,81,0,0,11,50,2-High,Suburban,Other,Unknown
38933,No,11,202,10,2,0,2,0,66,2,1,26,18,0,0,11,52,2-High,Suburban,Self,Yes
38934,No,35,150,45,0,0,2,0,19,11,0,40,23,0,1,13,54,2-High,Other,Other,Yes
38935,No,36,195,30,0,1,3,0,27,4,1,28,13,0,0,11,30,2-High,Other,Other,Unknown
38936,Yes,47,317,52,13,1,2,0,50,10,0,82,32,0,1,11,38,2-High,Suburban,Clerical,Yes
38937,No,45,152,55,0,0,5,0,14,4,0,31,11,0,0,13,26,2-High,Rural,Other,Yes
38938,No,49,542,55,0,0,0,0,179,15,10,63,68,0,0,11,33,1-Highest,Town,Other,Unknown
38939,Yes,10,300,10,0,0,0,0,168,10,1,59,12,0,0,13,82,4-Medium,Suburban,Other,Yes
38940,No,55,640,45,60,0,4,0,174,17,8,86,110,0,1,9,42,2-High,Other,Other,Unknown
38941,Yes,50,300,60,0,0,5,0,73,24,8,53,33,0,2,13,36,2-High,Town,Other,Unknown
38942,No,34,254,45,0,0,0,0,2,0,0,33,21,0,0,13,44,2-High,Town,Professional,Yes
38943,Yes,36,278,45,0,0,6,0,60,4,0,66,66,0,0,11,44,2-High,Town,Professional,Yes
38944,Yes,22,49,36,1,0,1,0,6,9,1,16,9,0,0,11,52,2-High,Suburban,Other,Yes
38945,No,41,525,45,16,0,3,4,46,37,2,63,76,0,0,7,32,2-High,Other,Other,No
38946,No,35,170,45,0,0,0,0,26,17,6,44,16,0,0,11,40,2-High,Suburban,Other,Yes
38947,No,57,942,54,61,0,3,8,187,173,57,178,361,0,3,7,52,2-High,Suburban,Other,Yes
38948,No,57,464,70,3,0,1,0,28,8,1,55,43,0,0,13,56,2-High,Other,Professional,No
38949,No,66,641,45,78,2,20,0,62,21,0,60,69,0,0,11,26,2-High,Suburban,Other,No
38950,Yes,89,416,95,0,0,10,0,63,59,15,108,144,0,1,11,45,3-Good,Other,Other,Unknown
38951,No,31,162,45,0,0,1,0,28,7,1,22,11,0,0,9,46,4-Medium,Suburban,Other,Unknown
38952,No,33,645,40,9,0,6,0,93,4,1,59,70,0,1,9,56,2-High,Town,Professional,No
38953,No,35,68,45,0,0,0,0,5,1,0,16,22,0,0,7,44,2-High,Town,Other,No
38954,No,47,285,45,30,0,3,14,73,26,1,129,19,0,0,13,36,4-Medium,Other,Other,Yes
38955,Yes,10,0,10,0,0,0,0,0,0,0,2,1,0,0,11,44,4-Medium,Other,Other,No
38956,Yes,87,443,45,26,42,4,4,54,7,0,37,19,0,0,11,51,5-Low,Suburban,Other,Unknown
38957,Yes,39,230,45,0,0,3,0,40,43,21,59,43,0,0,7,52,5-Low,Suburban,Other,Unknown
38958,No,53,292,70,0,0,2,0,123,5,1,30,47,0,0,7,53,3-Good,Other,Other,No
38959,No,23,182,34,0,0,2,0,52,9,0,26,13,0,0,9,42,3-Good,Other,Other,Unknown
38960,Yes,63,302,70,0,0,6,0,24,20,2,121,38,0,0,13,55,2-High,Town,Other,Unknown
38961,No,35,218,45,0,0,1,0,28,0,0,2,7,0,0,13,60,2-High,Other,Other,No
38962,No,40,490,50,0,0,1,0,238,25,20,52,78,0,2,9,28,5-Low,Suburban,Professional,Yes
38963,No,94,1267,48,129,1,16,0,263,270,73,219,335,0,0,13,58,3-Good,Other,Other,Unknown
38964,No,49,187,60,0,0,1,0,13,6,1,40,13,0,0,7,42,4-Medium,Town,Other,Yes
38965,No,50,1328,60,0,0,6,0,347,44,2,108,128,0,1,7,50,2-High,Other,Other,No
38966,Yes,46,342,45,27,0,12,0,53,52,4,128,30,0,2,13,61,3-Good,Suburban,Other,Unknown
38967,No,45,363,55,0,0,3,0,115,15,1,63,50,0,1,9,46,2-High,Suburban,Professional,Yes
38968,No,111,898,55,176,0,4,3,207,39,4,206,170,0,7,7,20,2-High,Other,Other,No
38969,Yes,60,127,70,0,0,2,0,22,20,0,27,16,0,1,11,54,3-Good,Suburban,Other,Yes
38970,No,53,184,45,0,13,4,0,8,15,2,41,11,0,0,9,38,2-High,Other,Professional,No
38971,No,36,241,45,0,0,3,1,26,29,4,26,38,0,0,7,56,3-Good,Suburban,Professional,Yes
38972,Yes,29,324,40,0,0,1,6,24,4,0,32,18,0,0,11,22,2-High,Rural,Other,Yes
38973,No,26,0,29,0,0,0,0,0,0,0,0,0,0,0,11,52,2-High,Suburban,Other,No
38974,Yes,34,171,45,0,0,2,0,52,53,5,37,66,0,0,13,24,2-High,Other,Other,Unknown
38975,Yes,70,684,34,112,0,2,3,122,20,2,85,81,0,2,9,25,3-Good,Town,Other,Unknown
38976,No,10,226,10,0,0,0,0,12,10,1,54,18,0,0,7,54,2-High,Town,Professional,Yes
38977,No,40,374,45,0,0,6,0,65,63,5,105,97,0,0,11,27,3-Good,Other,Other,Unknown
38978,No,34,528,44,0,0,9,4,124,27,9,68,185,0,4,9,18,3-Good,Other,Other,No
38979,Yes,39,68,45,0,0,2,0,5,0,0,10,1,0,0,11,50,5-Low,Rural,Other,Yes
38980,No,74,398,33,135,0,14,1,71,4,0,72,39,0,0,9,30,5-Low,Other,Other,Unknown
38981,No,54,1047,58,10,0,2,0,625,43,37,127,128,0,1,9,42,5-Low,Other,Other,Unknown
38982,Yes,35,342,45,0,0,24,0,61,36,8,51,163,0,1,11,52,2-High,Town,Other,Yes
38983,No,60,1101,47,74,0,5,9,193,51,13,150,253,0,14,7,56,4-Medium,Other,Retired,Yes
38984,No,35,277,40,0,0,3,0,40,44,12,65,43,0,0,7,60,2-High,Other,Other,Unknown
38985,No,45,456,45,29,0,0,1,32,8,1,31,20,0,0,11,52,2-High,Suburban,Professional,Yes
38986,Yes,46,506,45,29,0,4,0,148,26,3,62,70,0,2,7,50,2-High,Suburban,Other,Yes
38987,Yes,89,843,40,164,0,27,14,311,50,11,251,308,0,0,11,44,4-Medium,Other,Other,Yes
38988,No,35,429,45,0,0,5,0,89,22,4,26,78,0,1,7,42,4-Medium,Other,Other,No
